A0A024R2F9	13236587
A0A024R2G2	119584460,66528888
A0A024R2G7	4506635,55743130
A0A024R2H1	4506791
A0A024R2J0	189491632
A0A024R2K3	4507779
A0A024R2M9	153085463
A0A024R2P0	9845502
A0A024R2Q3	38520,148233338,4503131,860988
A0A024R2Q4	15431293,358356402
A0A024R2Q8	10047104
A0A024R2T2	33468965
A0A024R2T4	55925604
A0A024R2T6	20336294
A0A024R2U5	74355538
A0A024R2U6	5032031
A0A024R2W4	294997308
A0A024R2W8	119585476
A0A024R2X6	40795667
A0A024R306	7705431
A0A024R313	23510346,8923855
A0A024R324	10835049
A0A024R328	119585684,31377782
A0A024R330	10190736
A0A024R332	156151381
A0A024R333	147904340
A0A024R355	31543184
A0A024R371	5453704
A0A024R374	63102437
A0A024R397	39995064
A0A024R3A2	14150015
A0A024R3C2	10092683,725503336
A0A024R3C4	119587523
A0A024R3C9	115298676
A0A024R3D8	119587579,119587578
A0A024R3E3	4557321
A0A024R3H2	4507157
A0A024R3H8	42794009
A0A024R3H9	4503847
A0A024R3N6	119588122
A0A024R3P1	4505193
A0A024R3P3	194363758
A0A024R3P9	15826852
A0A024R3Q6	7662158
A0A024R3R0	31563352,530366055
A0A024R3R6	119590305
A0A024R3T8	156523968
A0A024R3V0	154426253,154426310
A0A024R3V7	12006403
A0A024R3V8	5174731
A0A024R3W4	83700220
A0A024R3W7	4503477
A0A024R3X4	12803681,31542947,41399285
A0A024R3Z2	4507801
A0A024R410	55743075
A0A024R411	119590634
A0A024R413	380036038
A0A024R415	116642887
A0A024R419	45267832
A0A024R464	109150425
A0A024R466	9588046
A0A024R467	530370740,12653295
A0A024R475	4503165,62204956
A0A024R478	545478937
A0A024R482	31881779
A0A024R486	156151430,60545033
A0A024R488	18482373
A0A024R496	7706481
A0A024R497	42794752
A0A024R4A0	55956788
A0A024R4B2	433282971
A0A024R4B7	171184421
A0A024R4C1	21359969
A0A024R4D1	5729779
A0A024R4D7	9910390
A0A024R4E3	315434247
A0A024R4E5	42716280,4885409
A0A024R4E9	112382216
A0A024R4F1	4503571
A0A024R4F4	156616275
A0A024R4G3	7662180
A0A024R4H0	32307144
A0A024R4H1	119592028
A0A024R4H5	47132600
A0A024R4K3	21735621
A0A024R4L1	7706363
A0A024R4M0	14141193,530431823
A0A024R4N0	19923903
A0A024R4N6	207450723
A0A024R4N9	116875840
A0A024R4Q5	7019371
A0A024R4Q8	13904870,15929961
A0A024R4R3	7657387
A0A024R4R9	24308382
A0A024R4S0	7656922
A0A024R4S1	194248095
A0A024R4U0	214829673
A0A024R4V6	13129114
A0A024R4X1	119593683
A0A024R4X4	6978649
A0A024R4Y2	18252047,46410929
A0A024R4Z3	38505209
A0A024R4Z6	4507241
A0A024R4Z9	239735519
A0A024R525	56682959
A0A024R534	14141170
A0A024R542	110556636
A0A024R546	10434911
A0A024R565	7705477
A0A024R566	295842307
A0A024R571	119594723
A0A024R580	119594772
A0A024R5A3	119594773
A0A024R5A6	13376146
A0A024R5A7	5453844
A0A024R5B3	38176285
A0A024R5B9	31377656
A0A024R5D6	18087845
A0A024R5E3	18860847
A0A024R5E5	530396187
A0A024R5F3	13489083
A0A024R5F4	73623030
A0A024R5H6	30089916
A0A024R5K3	119595092
A0A024R5K6	4758784
A0A024R5M8	38492356
A0A024R5N6	117190519
A0A024R5P1	56788366
A0A024R5P4	7706156
A0A024R5Q1	27734984
A0A024R5Q8	100815975,119597671,71835542
A0A024R5R0	301601632
A0A024R5R9	2570404
A0A024R5S5	83281438
A0A024R5S7	55249556,75677574
A0A024R5T1	4507391
A0A024R5U3	5729732
A0A024R5U5	4557251
A0A024R5V3	10505352,20336270
A0A024R5W0	119598061,126131099
A0A024R5X7	7242140
A0A024R5Y0	119597844
A0A024R5Y1	189217845,7706174,7582310
A0A024R5Y2	1616779,30582399
A0A024R5Y9	7706775
A0A024R5Z0	46370080
A0A024R5Z7	4757756,50845386,119597989
A0A024R601	8923532
A0A024R608	190234
A0A024R611	5902134
A0A024R625	4506027
A0A024R629	4507181
A0A024R640	61743952
A0A024R644	5729772
A0A024R645	4503467
A0A024R652	119601263,119601264
A0A024R653	40807493
A0A024R656	10835029
A0A024R657	115334677
A0A024R670	157388993
A0A024R682	21704265
A0A024R693	2385452
A0A024R6B2	224282153
A0A024R6B5	13676857
A0A024R6B7	119601291
A0A024R6C0	5453678
A0A024R6C9	19923748
A0A024R6D1	18997185
A0A024R6D4	1519519,4758302
A0A024R6D7	18497306
A0A024R6D8	86991438
A0A024R6F2	119601790
A0A024R6H0	34101288,530403998
A0A024R6H1	4758668
A0A024R6I3	98986464
A0A024R6J0	40018644
A0A024R6K8	47419914
A0A024R6P5	119602328
A0A024R6P6	429535844
A0A024R6Q1	21361337
A0A024R6R1	190358504
A0A024R6S1	5031741
A0A024R6T1	119603174
A0A024R6T5	11968027
A0A024R6T8	13376429
A0A024R6U6	106879204
A0A024R6V6	14043592
A0A024R6W0	119603395
A0A024R6W2	5901926
A0A024R6Z7	8923374
A0A024R704	33188447
A0A024R705	7019569
A0A024R718	5031977,119603790
A0A024R720	21237725
A0A024R726	9506615
A0A024R746	48525351
A0A024R758	319655556
A0A024R770	93141037
A0A024R784	119604290
A0A024R7A6	157738645
A0A024R7C0	119604517,16198527
A0A024R7C1	167466207
A0A024R7C5	22547136,22547138
A0A024R7D0	4503325
A0A024R7D5	307121
A0A024R7E4	187608615
A0A024R7F7	48675813
A0A024R7G5	119604693
A0A024R7H5	4757876
A0A024R7I0	42544140
A0A024R7I4	7661696
A0A024R7J6	119605021
A0A024R7K2	258547124
A0A024R7K6	116235468
A0A024R7K7	164519146
A0A024R7K8	14210504
A0A024R7L2	75709192
A0A024R7L5	18375673
A0A024R7L6	24308440
A0A024R7M0	39725636
A0A024R7M2	285404465
A0A024R7M3	118600983
A0A024R7M7	47157315
A0A024R7M8	209969700
A0A024R7N2	170016077
A0A024R7N5	8922854
A0A024R7P0	19924156
A0A024R7Q1	530380905,7662486
A0A024R7Q3	20270389
A0A024R7R2	119605464
A0A024R7S0	13775222
A0A024R7T3	4826760
A0A024R7U6	21410275
A0A024R7U9	47717102,47717104
A0A024R7W0	157388900
A0A024R7W9	38027923
A0A024R7X0	51479145
A0A024R7X3	47717100
A0A024R7Z5	109731788,55749490
A0A024R804	4505075
A0A024R816	51100978
A0A024R821	33239445
A0A024R838	223461669
A0A024R845	13543869
A0A024R854	157743265
A0A024R880	4502747
A0A024R881	28373092
A0A024R882	38016911
A0A024R883	4757818
A0A024R889	119608217
A0A024R895	170763498
A0A024R896	9910352
A0A024R897	13569956,530391650
A0A024R8A2	51093832
A0A024R8A6	19923407
A0A024R8A7	100816392
A0A024R8B0	530390399
A0A024R8B7	28558979
A0A024R8D2	40675396
A0A024R8D7	41351220
A0A024R8F4	578817790
A0A024R8G4	119608489
A0A024R8G6	189571687
A0A024R8H5	21708064
A0A024R8H7	24308129
A0A024R8J3	40789261
A0A024R8K8	54792138
A0A024R8L0	186928852
A0A024R8L1	24430132
A0A024R8L2	119609691
A0A024R8M4	189069183
A0A024R8M9	148612816
A0A024R8N8	82571490
A0A024R8N9	40217833
A0A024R8P8	4506645
A0A024R8S5	20070125
A0A024R8T0	54607035
A0A024R8U1	4759112
A0A024R8U5	47271443
A0A024R8V6	122114651
A0A024R8W0	7661920
A0A024R8W2	119610006
A0A024R8X1	3068763,4505073
A0A024R8Y1	22027480,530365140
A0A024R8Z0	262206315
A0A024R8Z5	578800799
A0A024R8Z9	40789249
A0A024R904	3063653
A0A024R915	14150169
A0A024R922	40254931,60552235
A0A024R939	4506517
A0A024R940	40807500
A0A024R945	115387108
A0A024R964	19424132
A0A024R971	23271348
A0A024R978	16757970,20988569
A0A024R996	47078229
A0A024R9A4	119612016,13514809
A0A024R9A9	7661808
A0A024R9B0	17318565
A0A024R9B4	4827022
A0A024R9B7	4758040
A0A024R9C1	119612221,46367787
A0A024R9C2	41872448
A0A024R9C7	21361583
A0A024R9D0	21314739
A0A024R9D2	223555917
A0A024R9D3	4506631
A0A024R9D5	4757890
A0A024R9D9	9910186
A0A024R9G0	4826924
A0A024R9G3	13236516
A0A024R9G4	42734438
A0A024R9G7	109730581,24497618
A0A024R9H2	5032215
A0A024R9I0	4502315
A0A024R9J0	5453994
A0A024R9K2	139394604
A0A024R9K4	42716295
A0A024R9L1	38788372
A0A024R9N5	223029426
A0A024R9N6	21264315
A0A024R9P6	8922532
A0A024R9R2	229577148
A0A024R9R3	17978485
A0A024R9T3	157426893
A0A024R9T9	13376423
A0A024R9U3	13097315
A0A024R9V7	119613310
A0A024R9W4	62865618
A0A024R9W5	61676188
A0A024R9W7	224589127
A0A024R9X4	89111943
A0A024R9Y2	32698714
A0A024R9Y6	9506611
A0A024R9Y7	19387846,29171705
A0A024R9Z0	4505357
A0A024R9Z8	4502003
A0A024R9Z9	17864088
A0A024RA06	17511709,19923646
A0A024RA17	6754638
A0A024RA24	109150419,187954543
A0A024RA25	21361598
A0A024RA27	4504447
A0A024RA32	9910144
A0A024RA40	51094963,83641876
A0A024RA49	31657094
A0A024RA51	31542537
A0A024RA52	29126971,4506181
A0A024RA53	119614568
A0A024RA58	188536092,3777543
A0A024RA61	119614245,119614243,14043072
A0A024RA77	188497632
A0A024RA81	70608211
A0A024RAA0	171542821
A0A024RAB0	164519136
A0A024RAD5	20070197
A0A024RAE6	16357472
A0A024RAF0	21536409
A0A024RAG3	4506405
A0A024RAI1	5031573
A0A024RAJ1	186928850
A0A024RAJ4	4758574
A0A024RAJ5	14165452
A0A024RAJ6	4504373
A0A024RAL1	255918077
A0A024RAL5	14150027
A0A024RAM0	133925811
A0A024RAM2	4504025
A0A024RAN7	12746412
A0A024RAP0	13528936
A0A024RAP2	4557643,10644584,306865
A0A024RAP4	7705344
A0A024RAP7	166362740
A0A024RAQ1	15990406
A0A024RAR2	38372911
A0A024RAS2	29553970
A0A024RAS3	20149629
A0A024RAS5	56676393
A0A024RAV2	14591902
A0A024RAV5	15718761
A0A024RAW7	31542658
A0A024RAX4	14249554
A0A024RAY1	38261962
A0A024RAY9	119616909
A0A024RB00	119617204
A0A024RB17	14149680
A0A024RB22	21237805
A0A024RB41	163965364
A0A024RB51	24497538
A0A024RB53	4504445
A0A024RB75	38327625
A0A024RB76	14150124
A0A024RB85	124494254
A0A024RB87	7661678
A0A024RB96	30425428
A0A024RB99	261862348
A0A024RBA1	21361720
A0A024RBA2	119617425
A0A024RBA9	7661922
A0A024RBB2	24431958
A0A024RBB6	4502735
A0A024RBB7	4758756
A0A024RBB8	18079218
A0A024RBB9	7706607
A0A024RBC5	15214696,4504061
A0A024RBC7	48255945
A0A024RBD4	119617909
A0A024RBD9	20809707
A0A024RBE1	119617674
A0A024RBE8	4505775
A0A024RBF8	24233580
A0A024RBG1	40317634
A0A024RBH0	119617975,37595545
A0A024RBH5	119618208
A0A024RBH9	6031192
A0A024RBI2	35493959
A0A024RBI5	7656991
A0A024RBJ1	32526901
A0A024RBJ2	13994353
A0A024RBK3	16753227
A0A024RBK4	5729828
A0A024RBL0	8923758
A0A024RBL8	16306500
A0A024RBM7	41349474
A0A024RBM8	119618219
A0A024RBM9	14150056
A0A024RBN1	19923359
A0A024RBP2	4506007
A0A024RBP6	27437017
A0A024RBQ9	19923981
A0A024RBR2	16306502
A0A024RBS0	41327779
A0A024RBS2	190232,16933546,4506667
A0A024RBT3	38016943
A0A024RBU4	4759258
A0A024RBU5	4826948,530421193
A0A024RBV5	4759012
A0A024RBV9	30353941
A0A024RBW2	13443014
A0A024RBW5	28274703
A0A024RBY4	4503507
A0A024RC14	533511
A0A024RC28	116235458
A0A024RC33	10346135
A0A024RC37	21361709
A0A024RC40	56117846
A0A024RC65	4506787
A0A024RC67	4506039
A0A024RC80	190886442
A0A024RC89	530406965
A0A024RCA2	4809284
A0A024RCA7	4506671,190236
A0A024RCB2	903323
A0A024RCB7	4757944
A0A024RCC9	5174613
A0A024RCE4	4502483
A0A024RCG4	41352697
A0A024RCG7	7662162
A0A024RCL8	18105048
A0A024RCM3	4758112
A0A024RCN6	5454158
A0A024RCP3	530427845
A0A024RCP5	119623689
A0A024RCQ4	5902054
A0A024RCR1	25777698
A0A024RCR2	530381804
A0A024RCR3	27436887
A0A024RCR6	119623858,119623862
A0A024RCU3	21361146
A0A024RCV5	5453718
A0A024RCW2	13236514
A0A024RCW8	20631980
A0A024RCY9	21450830
A0A024RD08	7657345
A0A024RD09	194018488
A0A024RD11	5453954
A0A024RD18	6005814
A0A024RD28	119624737
A0A024RD35	11464975
A0A024RD47	22538461
A0A024RD56	225690491
A0A024RD59	7662388
A0A024RD62	5729982
A0A024RD68	28882053
A0A024RD80	20149594
A0A024RD84	6912450
A0A024RD93	5453539
A0A024RDA1	30410716
A0A024RDA9	30410720
A0A024RDB0	150417996
A0A024RDC7	4757936
A0A024RDD3	119626317,41349439,7715039
A0A024RDE1	190194423
A0A024RDE5	19923399,530378495
A0A024RDF3	14110420
A0A024RDF6	14110407
A0A024RDF7	116063558
A0A024RDF9	21389507
A0A024RDG9	119626569
A0A024RDH0	5802992
A0A024RDH3	254553498
A0A024RDH4	22749271
A0A024RDH6	41349441
A0A024RDH8	16117787,578809312
A0A024RDI6	14160858
A0A024RDJ4	259155302
A0A024RDK4	21361851
A0A024RDK8	226437577
A0A024RDL1	4502643
A0A024RDL6	119628319,15929821
A0A024RDL8	68303542
A0A024RDM4	13128970
A0A024RDQ0	557357685
A0A024RDR0	121073803,4504425,54697178
A0A024RDR5	119226224
A0A024RDS1	42544159
A0A024RDS2	209862907
A0A024RDS3	4508011
A0A024RDT4	167614506
A0A024RDU0	24980821
A0A024RDU6	27363484
A0A024RDV2	7656971
A0A024RDV3	108773787
A0A024RDV5	118918397
A0A024RDV7	33337493
A0A024RDV9	21703346
A0A024RDW4	134152708
A0A024RDW8	116256354
A0A024RDX1	49355781
A0A024RDX2	4826706
A0A024RDX4	119709830
A0A024RDY2	18490879
A0A024RDY3	18204186
A0A024RDY4	530426990,6005900
A0A024RDZ2	118402578
A0A024RE01	70995241
A0A024RE02	221316645
A0A024UZE1	574746856
A0A024VB49	574752385
A0A024VWC7	574969186
A0A040CY29	518669013
A0A040D5R1	489996403
A0A040D9C9	489997249
A0A040DAM7	489996323
A0A040DK57	504661001
A0A040DM81	489997088
A0A040DMA1	489997095
A0A042QBV4	515920830
A0A042QG41	490000209
A0A042QJX8	490001372
A0A042QLR4	490001374
A0A042QSV7	490000931
A0A042QTN0	525763969
A0A042QW53	490000528
A0A042QY68	518669013
A0A042QYG7	505444268
A0A042QZ71	490000654
A0A042QZF4	525763482
A0A042QZP4	490000686
A0A042R1D3	490001569
A0A042R225	490000594
A0A042R3E2	525761864
A0A042R3Q0	525763300
A0A042R3T9	504661001
A0A042R438	490001025
A0A042R4K1	490002005
A0A042R780	525762063
A0A042R823	489999888
A0A042R969	489999975
A0A042R986	490000172
A0A042R9G7	505444496
A0A042R9L3	489999694
A0A042RA62	490002175
A0A042RBM0	490001848
A0A042RBX0	490000848
A0A042RC03	490001417
A0A042RC56	490002186
A0A042RCG6	490000890
A0A042RDG9	505444311
A0A045HDM3	489998491
A0A045I4W3	489997095
A0A045I8I9	489999276
A0A045IAC7	490016008
A0A045IG18	489996403
A0A045ILT2	490008216
A0A045ISD9	490015466
A0A045IT51	489999169
A0A045IV20	489996201
A0A045IWV1	525762316
A0A045IZH3	515204785
A0A045J1B4	489999069
A0A045J4N6	489997179
A0A045J8K8	490003196
A0A045J8X5	489997088
A0A045JMI9	490002436
A0A045JNJ3	490008165
A0A045K179	489996323
A0A045K454	489999412
A0A045KDK5	489995602
A0A045KDM2	489998662
A0A045KEE1	490003261
A0A045KEG2	490003298
A0A045KGF3	489998248
A0A045KIQ9	489995854
A0A045KJG9	489999090
A0A045SC07	505269085
A0A045SC65	489997247
A0A045SEK3	489997210
A0A045SEM3	489995602
A0A045SEM8	505269080
A0A045SEV1	489995591
A0A045SF77	489997249
A0A045SFB9	489997270
A0A045SGQ0	489997123
A0A045SHU4	489997201
A0A045SJ04	489997135
A0A045SJG6	489997179
A0A045SK11	490003494
A0A045SLW5	489997802
A0A045SN35	489997801
A0A046QQ31	490002186
A0A046QQG7	490002227
A0A046QQM9	490005471
A0A046QR47	489999694
A0A046QRZ9	490001412
A0A046QS51	515920830
A0A046QSE9	544162314
A0A046QSF1	490005406
A0A046QT65	490001417
A0A046QTM8	489999740
A0A046QTZ3	515920600
A0A046QU36	490001374
A0A046QVU5	490001219
A0A046QXF4	490001372
A0A046QXN7	490005357
A0A046QXT2	490001198
A0A046QY39	490001221
A0A046QY61	490005269
A0A046QZL6	490001283
A0A046R0Z2	490006050
A0A046R1N1	490001182
A0A046R303	490000107
A0A046R395	490000172
A0A046R3F7	490000209
A0A046R3W4	490000078
A0A046R4J3	489999975
A0A046R4Y7	490000263
A0A046R5A8	490000165
A0A046R5J7	490000206
A0A046R5Q7	490005623
A0A046R5T6	490000220
A0A046R5X6	490000236
A0A046R665	489999818
A0A046R776	490005713
A0A046R7U8	490004451
A0A046R8T2	489999888
A0A047RMH4	490009577
A0A047RN52	490008281
A0A047RNE9	489997088
A0A047RNG7	489997095
A0A047RT01	490003900
A0A047RT54	490009056
A0A047RTC9	489996323
A0A047RTF9	490009065
A0A047RTW1	489996403
A0A047RTZ4	490014440
A0A047RU32	490009150
A0A047RUV4	489998491
A0A047RVK8	490014531
A0A047RWQ1	490009338
A0A056EMU2	489997088
A0A056EMW1	489997095
A0A056EQC2	489998491
A0A056EW79	489996323
A0A056EWP5	489996403
A0A056F0M7	504661001
A0A056F375	518079869
A0A056F4H7	489995602
A0A056F574	489997179
A0A056F6G1	489997249
A0A056FA59	515090508
A0A056FA89	515090702
A0A056FAG7	505443610
A0A056FBW0	515090401
A0A056FCJ9	505442702
A0A056FCM7	489998248
A0A056FCN3	515091365
A0A056FCY1	505442202
A0A056FD30	515090426
A0A056FD38	515090427
A0A056FDG4	515090374
A0A056FF23	489996403
A0A056FF97	515091706
A0A056FFL6	505443375
A0A056FG25	505443104
A0A056FGR4	515090094
A0A056FH45	505442587
A0A056FHD4	515089951
A0A056FHI7	515090261
A0A056FHK1	515090264
A0A056FI09	515091391
A0A056FI75	515090240
A0A056FIC2	505443613
A0A056FIE9	505442416
A0A056FJY1	515090103
A0A056FKZ9	505442727
A0A056FM79	515090078
A0A056FN24	505443437
A0A056FN29	515090653
A0A056FN44	505442649
A0A056FNG6	489995602
A0A056FNI7	515090087
A0A056FPA3	505442322
A0A056FPU0	515090314
A0A056FQ02	515090593
A0A056FQA9	505443318
A0A056FQW7	505443501
A0A056FQZ0	489998491
A0A056FR03	515090347
A0A056FRE9	505442956
A0A056FRH3	505442319
A0A056FRK8	515090922
A0A056FTC5	515090154
A0A056FTD1	489999276
A0A056FTJ8	489996323
A0A056FTR9	515090209
A0A056FTT9	504661001
A0A056FTZ6	515090169
A0A056FUZ4	505442560
A0A056FVP5	515090208
A0A056FWH9	489997179
A0A059TA82	597502391
A0A059U381	86440169
A0A059U382	61655720
A0A059U461	331386,61655719
A0A059U6M5	331360,61655717,23334590
A0A059U779	116563462
A0A059UGM5	634744587
A0A060A629	640938789
A0A060IGQ3	1049225
A0A060MI70	489998831
A0A060MLY9	489998839
A0A060MMN7	518079860
A0A060MN54	489998911
A0A060MNL2	489998949
A0A060MQ53	489999362
A0A060MR84	489999097
A0A060MRU6	515205147
A0A060MS07	518079941
A0A060MS79	489999632
A0A060MSA1	489999637
A0A060MSD8	518079836
A0A060MSM7	489999670
A0A060MTK3	515204988
A0A060MTL3	489999609
A0A060MTS5	489998900
A0A060MUV1	515204445
A0A060MVA5	489999415
A0A060MVY5	489999568
A0A060MYU9	489999424
A0A060MZ00	489999594
A0A060MZP1	508732625
A0A060N479	508732621
A0A060NBA8	606214478
A0A062W4T8	490014408
A0A062WIN9	490015991
A0A063Z4Z4	635273897
A0A068BFX3	655204672
A0A068BH92	655360909
A0A068CDD5	656985210
A0A068EWW2	657941481
A0A068F4B8	658508361
A0A068F658	54607043
A0A075B6T1	392306972
A0A075BTL2	526453816
A0A075C2Z9	26053621
A0A075C392	26053621
A0A075C3A1	26053621
A0A075C3F8	26053621
A0A075C549	26053621
A0A075C551	26053621
A0A075C673	26053621
A0A075DDR2	14919426
A0A075FCF2	663082505
A0A075FDV6	663083142
A0A075ILJ5	22123888
A0A075XBS0	515204761
A0A075XG67	515204591
A0A075XL90	515204392
A0A075XLZ3	544649261
A0A075XPR0	515204873
A0A075XX28	515204373
A0A075XXA3	515204989
A0A075YF85	525763113
A0A075YWG6	518086537
A0A076ABL8	544648424
A0A076AHI1	490008228
A0A076ARA2	544648464
A0A076AUV9	490016032
A0A076AYS2	490015921
A0A076B0K4	490015568
A0A076B4W9	515204766
A0A076B5L6	515204655
A0A076B5R9	515204826
A0A076B724	515204928
A0A076BB05	515204554
A0A076BB47	515205493
A0A076BCK7	515205511
A0A076BIB6	515204357
A0A076CEH3	504397728
A0A076CJW5	515204706
A0A076CWP1	515204652
A0A076CZT5	515205514
A0A076CZX8	515204355
A0A076DZ79	515204397
A0A076E6Q3	518079810
A0A076KQ16	515205218
A0A076MK68	672351277
A0A077CW64	26053621
A0A077CW68	26053621
A0A077CW83	26053621
A0A077CW92	26053621
A0A077CW98	26053621
A0A077CWX7	26053621
A0A077CWY1	26053621
A0A077CWY6	26053621
A0A077CWZ4	26053621
A0A077CX03	26053621
A0A077CX08	26053621
A0A077CX16	26053621
A0A077CYR9	26053621
A0A077CYS6	26053621
A0A077CYU1	26053621
A0A077CYU8	26053621
A0A077CYW6	26053621
A0A077D125	26053621
A0A077D131	26053621
A0A077D140	26053621
A0A077D156	26053621
A0A077D1I0	26053621
A0A077D1I6	26053621
A0A077D1J1	26053621
A0A077D1J4	26053621
A0A077D1K6	26053621
A0A077EQX6	675275458
A0A077ESK5	158516895
A0A077ESL0	158516895
A0A077ESL2	158516895
A0A077ESM5	158516895
A0A077ET30	158516895
A0A077ET36	158516895
A0A077ET48	158516895
A0A077ET52	158516895
A0A077ET58	158516895
A0A077ET62	158516895
A0A077ET68	158516895
A0A077EWI6	158516895
A0A077EWJ9	158516895
A0A077EWK3	158516895
A0A077EWK8	158516895
A0A077EWL1	158516895
A0A077EWL5	158516895
A0A077EWL6	158516895
A0A077EWM6	158516895
A0A077EZ02	158516895
A0A077EZ09	158516895
A0A077EZ18	158516895
A0A077EZ22	158516895
A0A077EZ41	158516895
A0A077QP03	413777
A0A077S9N1	38511912
A0A077X901	68069781
